Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour),Size of Backup (GB)
1,Monday,13,work_flow_1,File_9,1.0023781023,4,1.00E+00
1,Monday,13,work_flow_1,File_10,0.9973667038,4,1.00E+00
1,Monday,13,work_flow_1,File_11,1.0062171583,4,1.00E+00
1,Monday,17,work_flow_2,File_12,0.0014628756,1,2.54E-03
1,Monday,17,work_flow_2,File_13,0.0005332856,1,2.67E-03
1,Monday,17,work_flow_3,File_22,0.0035240659,1,3.07E-03
1,Monday,17,work_flow_2,File_16,0.0009816728,1,2.66E-03
1,Monday,17,work_flow_3,File_21,0.0029670495,1,2.97E-03
1,Monday,17,work_flow_3,File_23,0.0032845713,1,2.98E-03
1,Monday,17,work_flow_4,File_24,0.0786189582,1,7.35E-02
1,Monday,17,work_flow_4,File_25,0.0611886485,1,7.32E-02
1,Monday,17,work_flow_4,File_26,0.0810059139,1,7.30E-02
1,Monday,17,work_flow_4,File_27,0.0809287531,1,7.23E-02
1,Monday,17,work_flow_4,File_28,0.0781781031,1,7.18E-02
1,Monday,17,work_flow_4,File_29,0.0803362822,1,7.42E-02
1,Monday,17,work_flow_0,File_0,0.1622309603,1,1.61E-01
1,Monday,17,work_flow_0,File_1,0.160690347,1,1.60E-01
1,Monday,17,work_flow_0,File_2,0.1619320467,1,1.60E-01
1,Monday,17,work_flow_0,File_3,0.1590164345,1,1.59E-01
1,Monday,17,work_flow_0,File_4,0.1584479638,1,1.59E-01
1,Monday,17,work_flow_0,File_5,0.155957352,1,1.59E-01
1,Monday,21,work_flow_3,File_19,0,0,0.00E+00
1,Monday,21,work_flow_3,File_20,0,0,0.00E+00
1,Monday,21,work_flow_2,File_13,0,0,0.00E+00
1,Monday,21,work_flow_3,File_22,0,0,0.00E+00
1,Monday,21,work_flow_2,File_16,0,0,0.00E+00
1,Monday,21,work_flow_3,File_21,0,0,0.00E+00
1,Monday,21,work_flow_3,File_23,0,0,0.00E+00
1,Monday,21,work_flow_2,File_17,0.0038551532,1,2.30E-03
1,Monday,21,work_flow_2,File_15,0.0029226547,1,2.20E-03
1,Monday,21,work_flow_2,File_14,0.0019091533,1,2.30E-03
1,Monday,21,work_flow_3,File_18,0.0002750824,1,1.68E-03
1,Monday,21,work_flow_2,File_12,0.0012508158,1,2.09E-03
1,Monday,21,work_flow_4,File_24,0.078850235,1,7.32E-02
1,Monday,21,work_flow_4,File_25,0.0601156234,1,7.26E-02
1,Monday,21,work_flow_4,File_26,0.0791134654,1,7.24E-02
1,Monday,21,work_flow_4,File_27,0.0609049078,1,7.17E-02
1,Monday,21,work_flow_4,File_28,0.0804782946,1,7.22E-02
1,Monday,21,work_flow_4,File_29,0.07861325,1,7.37E-02
1,Monday,21,work_flow_0,File_4,0.1208309849,1,1.31E-01
1,Monday,21,work_flow_1,File_6,0.3244029956,2,3.19E-01
1,Monday,21,work_flow_1,File_7,0.3237741706,2,3.19E-01
1,Monday,21,work_flow_1,File_8,0.3166527333,2,3.20E-01
1,Monday,21,work_flow_1,File_9,0.3120562654,2,3.18E-01
1,Monday,21,work_flow_1,File_10,0.3203352852,2,3.18E-01
1,Monday,21,work_flow_1,File_11,0.3140170173,2,3.19E-01
1,Monday,21,work_flow_0,File_0,0.1416043939,2,1.40E-01
1,Monday,21,work_flow_0,File_1,0.1406699899,2,1.40E-01
1,Monday,21,work_flow_0,File_2,0.1398265146,2,1.40E-01
1,Monday,21,work_flow_0,File_3,0.1399582181,2,1.40E-01
1,Monday,21,work_flow_0,File_5,0.1386760066,2,1.40E-01
1,Tuesday,1,work_flow_3,File_19,0,0,0.00E+00
1,Tuesday,1,work_flow_3,File_20,0,0,0.00E+00
1,Tuesday,1,work_flow_3,File_22,0,0,0.00E+00
1,Tuesday,1,work_flow_2,File_16,0,0,0.00E+00
1,Tuesday,1,work_flow_3,File_21,0,0,0.00E+00
1,Tuesday,1,work_flow_3,File_23,0,0,0.00E+00
1,Tuesday,1,work_flow_2,File_17,0,0,0.00E+00
1,Tuesday,1,work_flow_2,File_15,0,0,0.00E+00
1,Tuesday,1,work_flow_2,File_14,0,0,0.00E+00
1,Tuesday,1,work_flow_3,File_18,0,0,0.00E+00
1,Tuesday,1,work_flow_2,File_12,0,0,0.00E+00
1,Tuesday,1,work_flow_2,File_13,0.0002067377,1,1.97E-03
1,Tuesday,1,work_flow_4,File_27,0.0611272522,2,5.78E-02
1,Tuesday,1,work_flow_4,File_28,0.057687919,2,5.31E-02
1,Tuesday,1,work_flow_4,File_29,0.0595270109,2,5.85E-02
1,Tuesday,1,work_flow_0,File_2,0.0390800265,2,4.32E-02
1,Tuesday,1,work_flow_4,File_24,0.0792815577,3,7.98E-02
1,Tuesday,1,work_flow_4,File_25,0.080180437,3,7.90E-02
1,Tuesday,1,work_flow_4,File_26,0.0833074127,3,7.99E-02
1,Tuesday,1,work_flow_0,File_4,0.0825234119,3,7.95E-02
1,Tuesday,1,work_flow_0,File_0,0.0814470414,3,7.91E-02
1,Tuesday,1,work_flow_0,File_1,0.0792469951,3,7.94E-02
1,Tuesday,1,work_flow_0,File_3,0.0779178348,3,7.92E-02
1,Tuesday,1,work_flow_0,File_5,0.0808930735,3,7.95E-02
1,Tuesday,5,work_flow_3,File_19,0,0,0.00E+00
1,Tuesday,5,work_flow_3,File_20,0,0,0.00E+00
1,Tuesday,5,work_flow_3,File_22,0,0,0.00E+00
1,Tuesday,5,work_flow_3,File_23,0,0,0.00E+00
1,Tuesday,5,work_flow_2,File_17,0,0,0.00E+00
1,Tuesday,5,work_flow_2,File_15,0,0,0.00E+00
1,Tuesday,5,work_flow_2,File_14,0,0,0.00E+00
1,Tuesday,5,work_flow_3,File_18,0,0,0.00E+00
1,Tuesday,5,work_flow_2,File_13,0,0,0.00E+00
1,Tuesday,1,work_flow_1,File_6,0.1223882849,4,1.20E-01
1,Tuesday,1,work_flow_1,File_7,0.1204120505,4,1.19E-01
1,Tuesday,1,work_flow_1,File_8,0.1151977813,4,1.18E-01
1,Tuesday,1,work_flow_1,File_9,0.1183913833,4,1.19E-01
1,Tuesday,1,work_flow_1,File_10,0.1154408164,4,1.19E-01
1,Tuesday,1,work_flow_1,File_11,0.121127918,4,1.20E-01
1,Tuesday,5,work_flow_2,File_16,5.27735432969142E-05,1,2.17E-03
1,Tuesday,5,work_flow_3,File_21,0.0027003094,1,2.50E-03
1,Tuesday,5,work_flow_2,File_12,0.0006388016,1,2.03E-03
1,Tuesday,5,work_flow_4,File_29,0.039339465,1,4.07E-02
1,Tuesday,5,work_flow_4,File_27,0.0787582806,2,7.60E-02
1,Tuesday,5,work_flow_4,File_28,0.0801624732,2,7.65E-02
1,Tuesday,5,work_flow_0,File_2,0.0787414363,2,7.61E-02
1,Tuesday,5,work_flow_4,File_24,0.0777838514,2,7.63E-02
1,Tuesday,5,work_flow_4,File_25,0.0789921143,2,7.61E-02
1,Tuesday,5,work_flow_4,File_26,0.0803399107,2,7.55E-02
1,Tuesday,5,work_flow_0,File_4,0.0798611441,2,7.61E-02
1,Tuesday,5,work_flow_0,File_0,0.0799102966,2,7.51E-02
1,Tuesday,5,work_flow_0,File_1,0.0817478469,2,7.57E-02
1,Tuesday,5,work_flow_0,File_3,0.0782735663,2,7.63E-02
1,Tuesday,5,work_flow_0,File_5,0.0588982469,2,7.40E-02
1,Tuesday,9,work_flow_3,File_19,0,0,0.00E+00
1,Tuesday,9,work_flow_3,File_22,0,0,0.00E+00
1,Tuesday,9,work_flow_3,File_23,0,0,0.00E+00
1,Tuesday,9,work_flow_2,File_17,0,0,0.00E+00
1,Tuesday,9,work_flow_2,File_15,0,0,0.00E+00
1,Tuesday,9,work_flow_2,File_14,0,0,0.00E+00
1,Tuesday,9,work_flow_3,File_18,0,0,0.00E+00
1,Tuesday,9,work_flow_2,File_13,0,0,0.00E+00
1,Tuesday,9,work_flow_1,File_6,0,0,0.00E+00
1,Tuesday,9,work_flow_1,File_7,0,0,0.00E+00
1,Tuesday,9,work_flow_1,File_8,0,0,0.00E+00
1,Tuesday,9,work_flow_1,File_9,0,0,0.00E+00
1,Tuesday,9,work_flow_1,File_10,0,0,0.00E+00
1,Tuesday,9,work_flow_1,File_11,0,0,0.00E+00
1,Tuesday,9,work_flow_2,File_16,0,0,0.00E+00
1,Tuesday,9,work_flow_3,File_20,0.0023769766,1,2.87E-03
1,Tuesday,9,work_flow_3,File_21,0.0052486584,1,2.87E-03
1,Tuesday,9,work_flow_2,File_12,0.00006233,1,1.83E-03
1,Tuesday,9,work_flow_0,File_4,0.0796964588,2,7.63E-02
1,Tuesday,9,work_flow_0,File_0,0.0812934871,2,7.55E-02
1,Tuesday,9,work_flow_0,File_5,0.0827282504,2,7.54E-02
1,Tuesday,9,work_flow_4,File_29,0.1205277572,3,1.17E-01
1,Tuesday,9,work_flow_4,File_27,0.1226689172,3,1.17E-01
1,Tuesday,9,work_flow_4,File_28,0.1204712796,3,1.17E-01
1,Tuesday,9,work_flow_0,File_2,0.1028521167,3,1.00E-01
1,Tuesday,9,work_flow_4,File_24,0.119269659,3,1.17E-01
1,Tuesday,9,work_flow_4,File_25,0.0991338531,3,1.16E-01
1,Tuesday,9,work_flow_4,File_26,0.1001290627,3,1.16E-01
1,Tuesday,9,work_flow_0,File_1,0.0984473562,3,1.00E-01
1,Tuesday,9,work_flow_0,File_3,0.0992129987,3,1.00E-01
1,Tuesday,13,work_flow_3,File_19,0,0,0.00E+00
1,Tuesday,13,work_flow_3,File_22,0,0,0.00E+00
1,Tuesday,13,work_flow_3,File_23,0,0,0.00E+00
1,Tuesday,13,work_flow_2,File_17,0,0,0.00E+00
1,Tuesday,13,work_flow_2,File_15,0,0,0.00E+00
1,Tuesday,13,work_flow_2,File_14,0,0,0.00E+00
1,Tuesday,13,work_flow_2,File_13,0,0,0.00E+00
1,Tuesday,13,work_flow_1,File_7,0,0,0.00E+00
1,Tuesday,13,work_flow_1,File_8,0,0,0.00E+00
1,Tuesday,13,work_flow_2,File_16,0,0,0.00E+00
1,Tuesday,13,work_flow_3,File_20,0,0,0.00E+00
1,Tuesday,13,work_flow_3,File_21,0,0,0.00E+00
1,Tuesday,13,work_flow_2,File_12,0,0,0.00E+00
1,Tuesday,13,work_flow_3,File_18,0.003426009,1,3.21E-03
1,Tuesday,13,work_flow_1,File_6,0.0199807063,1,2.13E-02
1,Tuesday,13,work_flow_1,File_9,0.0174289076,1,2.16E-02
1,Tuesday,13,work_flow_1,File_10,0.0215360898,1,2.14E-02
1,Tuesday,13,work_flow_1,File_11,0.033467627,1,2.38E-02
1,Tuesday,13,work_flow_4,File_29,0.078756276,2,7.69E-02
1,Tuesday,13,work_flow_4,File_24,0.0826592436,2,7.69E-02
1,Tuesday,13,work_flow_4,File_25,0.0803329136,2,7.66E-02
1,Tuesday,13,work_flow_4,File_27,0.1031387993,3,9.85E-02
1,Tuesday,13,work_flow_4,File_28,0.1019289278,3,9.83E-02
1,Tuesday,13,work_flow_4,File_26,0.0998353044,3,9.87E-02
1,Tuesday,17,work_flow_3,File_19,0,0,0.00E+00
1,Tuesday,17,work_flow_3,File_23,0,0,0.00E+00
1,Tuesday,17,work_flow_2,File_17,0,0,0.00E+00
1,Tuesday,17,work_flow_1,File_7,0,0,0.00E+00
1,Tuesday,17,work_flow_1,File_8,0,0,0.00E+00
1,Tuesday,17,work_flow_2,File_16,0,0,0.00E+00
1,Tuesday,17,work_flow_3,File_18,0,0,0.00E+00
1,Tuesday,17,work_flow_1,File_6,0,0,0.00E+00
1,Tuesday,17,work_flow_1,File_9,0,0,0.00E+00
1,Tuesday,17,work_flow_1,File_10,0,0,0.00E+00
1,Tuesday,17,work_flow_1,File_11,0,0,0.00E+00
1,Tuesday,13,work_flow_0,File_4,0.1602803306,4,1.60E-01
1,Tuesday,13,work_flow_0,File_0,0.1572386195,4,1.60E-01
1,Tuesday,13,work_flow_0,File_5,0.1611816355,4,1.60E-01
1,Tuesday,13,work_flow_0,File_2,0.1634187849,4,1.62E-01
1,Tuesday,13,work_flow_0,File_1,0.1628115104,4,1.61E-01
1,Tuesday,13,work_flow_0,File_3,0.1602732118,4,1.60E-01
1,Tuesday,17,work_flow_3,File_22,0.0015646492,1,3.14E-03
1,Tuesday,17,work_flow_2,File_15,0.0043521528,1,2.69E-03
1,Tuesday,17,work_flow_2,File_14,0.0014252269,1,2.65E-03
1,Tuesday,17,work_flow_2,File_13,0.0033362059,1,2.68E-03
1,Tuesday,17,work_flow_3,File_20,0.0021417913,1,3.05E-03
1,Tuesday,17,work_flow_3,File_21,0.005180579,1,3.06E-03
1,Tuesday,17,work_flow_2,File_12,0.0034001129,1,2.54E-03
1,Tuesday,17,work_flow_4,File_28,0.0398012098,1,4.10E-02
1,Tuesday,17,work_flow_4,File_29,0.0785014099,2,7.61E-02
1,Tuesday,17,work_flow_4,File_24,0.0816427976,2,7.61E-02
1,Tuesday,17,work_flow_4,File_25,0.0606440221,2,7.56E-02
1,Tuesday,17,work_flow_4,File_27,0.0589969927,2,7.58E-02
1,Tuesday,17,work_flow_4,File_26,0.0796345379,2,7.52E-02
1,Tuesday,21,work_flow_3,File_19,0,0,0.00E+00
1,Tuesday,21,work_flow_3,File_23,0,0,0.00E+00
1,Tuesday,21,work_flow_2,File_17,0,0,0.00E+00
1,Tuesday,21,work_flow_1,File_7,0,0,0.00E+00
1,Tuesday,21,work_flow_1,File_8,0,0,0.00E+00
1,Tuesday,21,work_flow_2,File_16,0,0,0.00E+00
1,Tuesday,21,work_flow_3,File_18,0,0,0.00E+00
1,Tuesday,21,work_flow_1,File_6,0,0,0.00E+00
1,Tuesday,21,work_flow_1,File_9,0,0,0.00E+00
1,Tuesday,21,work_flow_1,File_10,0,0,0.00E+00
1,Tuesday,21,work_flow_1,File_11,0,0,0.00E+00
1,Tuesday,21,work_flow_3,File_22,0,0,0.00E+00
1,Tuesday,21,work_flow_2,File_15,0,0,0.00E+00
1,Tuesday,21,work_flow_2,File_14,0,0,0.00E+00
1,Tuesday,21,work_flow_2,File_13,0,0,0.00E+00
1,Tuesday,21,work_flow_3,File_20,0,0,0.00E+00
1,Tuesday,21,work_flow_2,File_12,0,0,0.00E+00
1,Tuesday,21,work_flow_3,File_21,0.000515083,1,1.72E-03
1,Tuesday,21,work_flow_4,File_28,0.0807828149,2,7.33E-02
1,Tuesday,21,work_flow_4,File_29,0.0814438858,2,7.50E-02
1,Tuesday,21,work_flow_4,File_24,0.0798458952,2,7.57E-02
1,Tuesday,21,work_flow_4,File_25,0.0821410328,2,7.55E-02
1,Tuesday,21,work_flow_4,File_27,0.0789666205,2,7.54E-02
1,Tuesday,21,work_flow_4,File_26,0.077649206,2,7.56E-02
1,Tuesday,21,work_flow_0,File_4,0.299801446,3,3.00E-01
1,Tuesday,21,work_flow_0,File_0,0.2929570307,3,2.98E-01
1,Tuesday,21,work_flow_0,File_5,0.3032386714,3,3.00E-01
1,Tuesday,21,work_flow_0,File_2,0.3024629339,3,3.00E-01
1,Tuesday,21,work_flow_0,File_1,0.3003808498,3,3.00E-01
1,Tuesday,21,work_flow_0,File_3,0.2981103973,3,3.00E-01
1,Wednesday,1,work_flow_3,File_19,0,0,0.00E+00
1,Wednesday,1,work_flow_3,File_23,0,0,0.00E+00
1,Wednesday,1,work_flow_1,File_7,0,0,0.00E+00
1,Wednesday,1,work_flow_1,File_8,0,0,0.00E+00
1,Wednesday,1,work_flow_2,File_16,0,0,0.00E+00
1,Wednesday,1,work_flow_3,File_18,0,0,0.00E+00
1,Wednesday,1,work_flow_1,File_6,0,0,0.00E+00
1,Wednesday,1,work_flow_1,File_9,0,0,0.00E+00
1,Wednesday,1,work_flow_1,File_10,0,0,0.00E+00
1,Wednesday,1,work_flow_1,File_11,0,0,0.00E+00
1,Wednesday,1,work_flow_2,File_13,0,0,0.00E+00
1,Wednesday,1,work_flow_3,File_20,0,0,0.00E+00
1,Wednesday,1,work_flow_2,File_12,0,0,0.00E+00
1,Wednesday,1,work_flow_3,File_21,0,0,0.00E+00
1,Wednesday,1,work_flow_2,File_17,0.0016612502,1,1.76E-03
1,Wednesday,1,work_flow_3,File_22,0.0053797378,1,2.95E-03
1,Wednesday,1,work_flow_2,File_15,0.00073561,1,1.72E-03
1,Wednesday,1,work_flow_2,File_14,0.0001822312,1,2.13E-03
1,Wednesday,1,work_flow_4,File_28,0.0787540807,1,7.10E-02
1,Wednesday,1,work_flow_4,File_29,0.0595767255,1,7.00E-02
1,Wednesday,1,work_flow_4,File_24,0.0797925533,1,7.03E-02
1,Wednesday,1,work_flow_4,File_25,0.0602883675,1,7.14E-02
1,Wednesday,1,work_flow_4,File_27,0.0780022429,1,7.16E-02
1,Wednesday,1,work_flow_4,File_26,0.0809388836,1,7.18E-02
1,Wednesday,1,work_flow_0,File_4,0.0810527841,1,7.25E-02
1,Wednesday,1,work_flow_0,File_0,0.0803411786,1,7.20E-02
1,Wednesday,1,work_flow_0,File_5,0.0607028795,1,7.22E-02
1,Wednesday,1,work_flow_0,File_2,0.0771981789,1,7.31E-02
1,Wednesday,1,work_flow_0,File_1,0.0584861324,1,7.24E-02
1,Wednesday,1,work_flow_0,File_3,0.0794706676,1,7.27E-02
1,Wednesday,5,work_flow_3,File_23,0,0,0.00E+00
1,Wednesday,5,work_flow_1,File_7,0,0,0.00E+00
1,Wednesday,5,work_flow_1,File_8,0,0,0.00E+00
1,Wednesday,5,work_flow_2,File_16,0,0,0.00E+00
1,Wednesday,5,work_flow_1,File_6,0,0,0.00E+00
1,Wednesday,5,work_flow_1,File_9,0,0,0.00E+00
1,Wednesday,5,work_flow_1,File_10,0,0,0.00E+00
1,Wednesday,5,work_flow_1,File_11,0,0,0.00E+00
1,Wednesday,5,work_flow_2,File_13,0,0,0.00E+00
1,Wednesday,5,work_flow_3,File_20,0,0,0.00E+00
1,Wednesday,5,work_flow_2,File_12,0,0,0.00E+00
1,Wednesday,5,work_flow_3,File_22,0,0,0.00E+00
1,Wednesday,5,work_flow_2,File_14,0,0,0.00E+00
1,Wednesday,5,work_flow_3,File_19,0.0017558905,1,2.54E-03
1,Wednesday,5,work_flow_3,File_18,0.0015087996,1,2.47E-03
1,Wednesday,5,work_flow_3,File_21,0.0019446538,1,2.45E-03
1,Wednesday,5,work_flow_2,File_17,0.0005524297,1,2.25E-03
1,Wednesday,5,work_flow_2,File_15,0.0020135869,1,2.16E-03
1,Wednesday,5,work_flow_4,File_28,0.0611235557,1,7.07E-02
1,Wednesday,5,work_flow_4,File_29,0.0817718321,1,7.38E-02
1,Wednesday,5,work_flow_4,File_24,0.0775953619,1,7.28E-02
1,Wednesday,5,work_flow_4,File_25,0.0806302846,1,7.34E-02
1,Wednesday,5,work_flow_4,File_27,0.081003351,1,7.22E-02
1,Wednesday,5,work_flow_4,File_26,0.0810623892,1,7.25E-02
1,Wednesday,5,work_flow_0,File_4,0.0791207671,1,7.29E-02
1,Wednesday,5,work_flow_0,File_0,0.0782838031,1,7.20E-02
1,Wednesday,5,work_flow_0,File_5,0.0621518855,1,7.23E-02
1,Wednesday,5,work_flow_0,File_2,0.0802972608,1,7.32E-02
1,Wednesday,5,work_flow_0,File_1,0.0789811827,1,7.30E-02
1,Wednesday,5,work_flow_0,File_3,0.0594548625,1,7.26E-02
1,Wednesday,9,work_flow_3,File_23,0,0,0.00E+00
1,Wednesday,9,work_flow_1,File_7,0,0,0.00E+00
1,Wednesday,9,work_flow_1,File_8,0,0,0.00E+00
1,Wednesday,9,work_flow_2,File_16,0,0,0.00E+00
