Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
1,Monday,9,work_flow_3,File_18,0.004089153,1
1,Monday,9,work_flow_3,File_22,0.0008634361,1
1,Monday,9,work_flow_0,File_0,0.0978266169,1
1,Monday,9,work_flow_0,File_1,0.0977952521,1
1,Monday,9,work_flow_0,File_2,0.0994705041,1
1,Monday,9,work_flow_0,File_3,0.0981656145,1
1,Monday,9,work_flow_0,File_4,0.1017984188,1
1,Monday,9,work_flow_0,File_5,0.1010942077,1
1,Monday,9,work_flow_4,File_24,0.0966178825,1
1,Monday,9,work_flow_4,File_25,0.0801287341,1
1,Monday,9,work_flow_4,File_26,0.1200830748,1
1,Monday,9,work_flow_4,File_27,0.119536016,1
1,Monday,9,work_flow_4,File_28,0.1221708762,1
1,Monday,9,work_flow_4,File_29,0.1195709345,1
1,Monday,9,work_flow_1,File_6,0.1548031276,2
1,Monday,9,work_flow_1,File_7,0.1608470843,2
1,Monday,9,work_flow_1,File_8,0.1551077201,2
1,Monday,9,work_flow_1,File_9,0.1581171658,2
1,Monday,9,work_flow_1,File_10,0.1691820534,2
1,Monday,9,work_flow_1,File_11,0.1628882342,2
1,Monday,13,work_flow_2,File_12,0,0
1,Monday,13,work_flow_2,File_13,0,0
1,Monday,13,work_flow_2,File_17,0,0
1,Monday,13,work_flow_3,File_19,0,0
1,Monday,13,work_flow_3,File_20,0,0
1,Monday,13,work_flow_2,File_15,0,0
1,Monday,13,work_flow_3,File_22,0,0
1,Monday,13,work_flow_2,File_14,0.0012543146,1
1,Monday,13,work_flow_2,File_16,0.0028693029,1
1,Monday,13,work_flow_3,File_21,0.0016038292,1
1,Monday,13,work_flow_3,File_23,0.0015243704,1
1,Monday,13,work_flow_3,File_18,0.0023981741,1
1,Monday,13,work_flow_4,File_24,0.1031772705,1
1,Monday,13,work_flow_4,File_25,0.0797816448,1
1,Monday,13,work_flow_4,File_26,0.1014520646,1
1,Monday,13,work_flow_4,File_27,0.0782425541,1
1,Monday,13,work_flow_4,File_28,0.0994365777,1
1,Monday,13,work_flow_4,File_29,0.0999528152,1
1,Monday,13,work_flow_0,File_0,0.1597900297,2
1,Monday,13,work_flow_0,File_1,0.1580684322,2
1,Monday,13,work_flow_0,File_2,0.1603269007,2
1,Monday,13,work_flow_0,File_3,0.1586679535,2
1,Monday,13,work_flow_0,File_4,0.1613253288,2
1,Monday,13,work_flow_0,File_5,0.1606334364,2
1,Monday,17,work_flow_2,File_17,0,0
1,Monday,17,work_flow_3,File_19,0,0
1,Monday,17,work_flow_3,File_20,0,0
1,Monday,17,work_flow_2,File_15,0,0
1,Monday,17,work_flow_2,File_14,0,0
1,Monday,17,work_flow_3,File_18,0,0
1,Monday,13,work_flow_1,File_6,1.0012922851,4
1,Monday,13,work_flow_1,File_7,1.0047750945,4
1,Monday,13,work_flow_1,File_8,0.9920924705,4
1,Monday,13,work_flow_1,File_9,1.0023781023,4
1,Monday,13,work_flow_1,File_10,0.9973667038,4
1,Monday,13,work_flow_1,File_11,1.0062171583,4
1,Monday,17,work_flow_2,File_12,0.0014628756,1
1,Monday,17,work_flow_2,File_13,0.0005332856,1
1,Monday,17,work_flow_3,File_22,0.0035240659,1
1,Monday,17,work_flow_2,File_16,0.0009816728,1
1,Monday,17,work_flow_3,File_21,0.0029670495,1
1,Monday,17,work_flow_3,File_23,0.0032845713,1
1,Monday,17,work_flow_4,File_24,0.0786189582,1
1,Monday,17,work_flow_4,File_25,0.0611886485,1
1,Monday,17,work_flow_4,File_26,0.0810059139,1
1,Monday,17,work_flow_4,File_27,0.0809287531,1
1,Monday,17,work_flow_4,File_28,0.0781781031,1
1,Monday,17,work_flow_4,File_29,0.0803362822,1
1,Monday,17,work_flow_0,File_0,0.1622309603,1
1,Monday,17,work_flow_0,File_1,0.160690347,1
1,Monday,17,work_flow_0,File_2,0.1619320467,1
1,Monday,17,work_flow_0,File_3,0.1590164345,1
1,Monday,17,work_flow_0,File_4,0.1584479638,1
1,Monday,17,work_flow_0,File_5,0.155957352,1
1,Monday,21,work_flow_3,File_19,0,0
1,Monday,21,work_flow_3,File_20,0,0
1,Monday,21,work_flow_2,File_13,0,0
1,Monday,21,work_flow_3,File_22,0,0
1,Monday,21,work_flow_2,File_16,0,0
1,Monday,21,work_flow_3,File_21,0,0
1,Monday,21,work_flow_3,File_23,0,0
1,Monday,21,work_flow_2,File_17,0.0038551532,1
1,Monday,21,work_flow_2,File_15,0.0029226547,1
1,Monday,21,work_flow_2,File_14,0.0019091533,1
1,Monday,21,work_flow_3,File_18,0.0002750824,1
1,Monday,21,work_flow_2,File_12,0.0012508158,1
1,Monday,21,work_flow_4,File_24,0.078850235,1
1,Monday,21,work_flow_4,File_25,0.0601156234,1
1,Monday,21,work_flow_4,File_26,0.0791134654,1
1,Monday,21,work_flow_4,File_27,0.0609049078,1
1,Monday,21,work_flow_4,File_28,0.0804782946,1
1,Monday,21,work_flow_4,File_29,0.07861325,1
1,Monday,21,work_flow_0,File_4,0.1208309849,1
1,Monday,21,work_flow_1,File_6,0.3244029956,2
1,Monday,21,work_flow_1,File_7,0.3237741706,2
1,Monday,21,work_flow_1,File_8,0.3166527333,2
1,Monday,21,work_flow_1,File_9,0.3120562654,2
1,Monday,21,work_flow_1,File_10,0.3203352852,2
1,Monday,21,work_flow_1,File_11,0.3140170173,2
1,Monday,21,work_flow_0,File_0,0.1416043939,2
1,Monday,21,work_flow_0,File_1,0.1406699899,2
1,Monday,21,work_flow_0,File_2,0.1398265146,2
1,Monday,21,work_flow_0,File_3,0.1399582181,2
1,Monday,21,work_flow_0,File_5,0.1386760066,2
1,Tuesday,1,work_flow_3,File_19,0,0
1,Tuesday,1,work_flow_3,File_20,0,0
1,Tuesday,1,work_flow_3,File_22,0,0
1,Tuesday,1,work_flow_2,File_16,0,0
1,Tuesday,1,work_flow_3,File_21,0,0
1,Tuesday,1,work_flow_3,File_23,0,0
1,Tuesday,1,work_flow_2,File_17,0,0
1,Tuesday,1,work_flow_2,File_15,0,0
1,Tuesday,1,work_flow_2,File_14,0,0
1,Tuesday,1,work_flow_3,File_18,0,0
1,Tuesday,1,work_flow_2,File_12,0,0
1,Tuesday,1,work_flow_2,File_13,0.0002067377,1
1,Tuesday,1,work_flow_4,File_27,0.0611272522,2
1,Tuesday,1,work_flow_4,File_28,0.057687919,2
1,Tuesday,1,work_flow_4,File_29,0.0595270109,2
1,Tuesday,1,work_flow_0,File_2,0.0390800265,2
1,Tuesday,1,work_flow_4,File_24,0.0792815577,3
1,Tuesday,1,work_flow_4,File_25,0.080180437,3
1,Tuesday,1,work_flow_4,File_26,0.0833074127,3
1,Tuesday,1,work_flow_0,File_4,0.0825234119,3
1,Tuesday,1,work_flow_0,File_0,0.0814470414,3
1,Tuesday,1,work_flow_0,File_1,0.0792469951,3
1,Tuesday,1,work_flow_0,File_3,0.0779178348,3
1,Tuesday,1,work_flow_0,File_5,0.0808930735,3
1,Tuesday,5,work_flow_3,File_19,0,0
1,Tuesday,5,work_flow_3,File_20,0,0
1,Tuesday,5,work_flow_3,File_22,0,0
1,Tuesday,5,work_flow_3,File_23,0,0
1,Tuesday,5,work_flow_2,File_17,0,0
1,Tuesday,5,work_flow_2,File_15,0,0
1,Tuesday,5,work_flow_2,File_14,0,0
1,Tuesday,5,work_flow_3,File_18,0,0
1,Tuesday,5,work_flow_2,File_13,0,0
1,Tuesday,1,work_flow_1,File_6,0.1223882849,4
1,Tuesday,1,work_flow_1,File_7,0.1204120505,4
1,Tuesday,1,work_flow_1,File_8,0.1151977813,4
1,Tuesday,1,work_flow_1,File_9,0.1183913833,4
1,Tuesday,1,work_flow_1,File_10,0.1154408164,4
1,Tuesday,1,work_flow_1,File_11,0.121127918,4
1,Tuesday,5,work_flow_2,File_16,5.27735432969142E-05,1
1,Tuesday,5,work_flow_3,File_21,0.0027003094,1
1,Tuesday,5,work_flow_2,File_12,0.0006388016,1
1,Tuesday,5,work_flow_4,File_29,0.039339465,1
1,Tuesday,5,work_flow_4,File_27,0.0787582806,2
1,Tuesday,5,work_flow_4,File_28,0.0801624732,2
1,Tuesday,5,work_flow_0,File_2,0.0787414363,2
1,Tuesday,5,work_flow_4,File_24,0.0777838514,2
1,Tuesday,5,work_flow_4,File_25,0.0789921143,2
1,Tuesday,5,work_flow_4,File_26,0.0803399107,2
1,Tuesday,5,work_flow_0,File_4,0.0798611441,2
1,Tuesday,5,work_flow_0,File_0,0.0799102966,2
1,Tuesday,5,work_flow_0,File_1,0.0817478469,2
1,Tuesday,5,work_flow_0,File_3,0.0782735663,2
1,Tuesday,5,work_flow_0,File_5,0.0588982469,2
1,Tuesday,9,work_flow_3,File_19,0,0
1,Tuesday,9,work_flow_3,File_22,0,0
1,Tuesday,9,work_flow_3,File_23,0,0
1,Tuesday,9,work_flow_2,File_17,0,0
1,Tuesday,9,work_flow_2,File_15,0,0
1,Tuesday,9,work_flow_2,File_14,0,0
1,Tuesday,9,work_flow_3,File_18,0,0
1,Tuesday,9,work_flow_2,File_13,0,0
1,Tuesday,9,work_flow_1,File_6,0,0
1,Tuesday,9,work_flow_1,File_7,0,0
1,Tuesday,9,work_flow_1,File_8,0,0
1,Tuesday,9,work_flow_1,File_9,0,0
1,Tuesday,9,work_flow_1,File_10,0,0
1,Tuesday,9,work_flow_1,File_11,0,0
1,Tuesday,9,work_flow_2,File_16,0,0
1,Tuesday,9,work_flow_3,File_20,0.0023769766,1
1,Tuesday,9,work_flow_3,File_21,0.0052486584,1
1,Tuesday,9,work_flow_2,File_12,0.00006233,1
1,Tuesday,9,work_flow_0,File_4,0.0796964588,2
1,Tuesday,9,work_flow_0,File_0,0.0812934871,2
1,Tuesday,9,work_flow_0,File_5,0.0827282504,2
1,Tuesday,9,work_flow_4,File_29,0.1205277572,3
1,Tuesday,9,work_flow_4,File_27,0.1226689172,3
1,Tuesday,9,work_flow_4,File_28,0.1204712796,3
1,Tuesday,9,work_flow_0,File_2,0.1028521167,3
1,Tuesday,9,work_flow_4,File_24,0.119269659,3
1,Tuesday,9,work_flow_4,File_25,0.0991338531,3
1,Tuesday,9,work_flow_4,File_26,0.1001290627,3
1,Tuesday,9,work_flow_0,File_1,0.0984473562,3
1,Tuesday,9,work_flow_0,File_3,0.0992129987,3
1,Tuesday,13,work_flow_3,File_19,0,0
1,Tuesday,13,work_flow_3,File_22,0,0
1,Tuesday,13,work_flow_3,File_23,0,0
1,Tuesday,13,work_flow_2,File_17,0,0
1,Tuesday,13,work_flow_2,File_15,0,0
1,Tuesday,13,work_flow_2,File_14,0,0
1,Tuesday,13,work_flow_2,File_13,0,0
1,Tuesday,13,work_flow_1,File_7,0,0
1,Tuesday,13,work_flow_1,File_8,0,0
1,Tuesday,13,work_flow_2,File_16,0,0
1,Tuesday,13,work_flow_3,File_20,0,0
1,Tuesday,13,work_flow_3,File_21,0,0
1,Tuesday,13,work_flow_2,File_12,0,0
1,Tuesday,13,work_flow_3,File_18,0.003426009,1
1,Tuesday,13,work_flow_1,File_6,0.0199807063,1
1,Tuesday,13,work_flow_1,File_9,0.0174289076,1
1,Tuesday,13,work_flow_1,File_10,0.0215360898,1
1,Tuesday,13,work_flow_1,File_11,0.033467627,1
1,Tuesday,13,work_flow_4,File_29,0.078756276,2
1,Tuesday,13,work_flow_4,File_24,0.0826592436,2
1,Tuesday,13,work_flow_4,File_25,0.0803329136,2
1,Tuesday,13,work_flow_4,File_27,0.1031387993,3
1,Tuesday,13,work_flow_4,File_28,0.1019289278,3
1,Tuesday,13,work_flow_4,File_26,0.0998353044,3
1,Tuesday,17,work_flow_3,File_19,0,0
1,Tuesday,17,work_flow_3,File_23,0,0
1,Tuesday,17,work_flow_2,File_17,0,0
1,Tuesday,17,work_flow_1,File_7,0,0
1,Tuesday,17,work_flow_1,File_8,0,0
1,Tuesday,17,work_flow_2,File_16,0,0
1,Tuesday,17,work_flow_3,File_18,0,0
1,Tuesday,17,work_flow_1,File_6,0,0
1,Tuesday,17,work_flow_1,File_9,0,0
1,Tuesday,17,work_flow_1,File_10,0,0
1,Tuesday,17,work_flow_1,File_11,0,0
1,Tuesday,13,work_flow_0,File_4,0.1602803306,4
1,Tuesday,13,work_flow_0,File_0,0.1572386195,4
1,Tuesday,13,work_flow_0,File_5,0.1611816355,4
1,Tuesday,13,work_flow_0,File_2,0.1634187849,4
1,Tuesday,13,work_flow_0,File_1,0.1628115104,4
1,Tuesday,13,work_flow_0,File_3,0.1602732118,4
1,Tuesday,17,work_flow_3,File_22,0.0015646492,1
1,Tuesday,17,work_flow_2,File_15,0.0043521528,1
1,Tuesday,17,work_flow_2,File_14,0.0014252269,1
1,Tuesday,17,work_flow_2,File_13,0.0033362059,1
1,Tuesday,17,work_flow_3,File_20,0.0021417913,1
1,Tuesday,17,work_flow_3,File_21,0.005180579,1
1,Tuesday,17,work_flow_2,File_12,0.0034001129,1
1,Tuesday,17,work_flow_4,File_28,0.0398012098,1
1,Tuesday,17,work_flow_4,File_29,0.0785014099,2
1,Tuesday,17,work_flow_4,File_24,0.0816427976,2
1,Tuesday,17,work_flow_4,File_25,0.0606440221,2
1,Tuesday,17,work_flow_4,File_27,0.0589969927,2
1,Tuesday,17,work_flow_4,File_26,0.0796345379,2
1,Tuesday,21,work_flow_3,File_19,0,0
1,Tuesday,21,work_flow_3,File_23,0,0
1,Tuesday,21,work_flow_2,File_17,0,0
1,Tuesday,21,work_flow_1,File_7,0,0
1,Tuesday,21,work_flow_1,File_8,0,0
1,Tuesday,21,work_flow_2,File_16,0,0
1,Tuesday,21,work_flow_3,File_18,0,0
1,Tuesday,21,work_flow_1,File_6,0,0
1,Tuesday,21,work_flow_1,File_9,0,0
1,Tuesday,21,work_flow_1,File_10,0,0
1,Tuesday,21,work_flow_1,File_11,0,0
1,Tuesday,21,work_flow_3,File_22,0,0
1,Tuesday,21,work_flow_2,File_15,0,0
1,Tuesday,21,work_flow_2,File_14,0,0
1,Tuesday,21,work_flow_2,File_13,0,0
1,Tuesday,21,work_flow_3,File_20,0,0
1,Tuesday,21,work_flow_2,File_12,0,0
1,Tuesday,21,work_flow_3,File_21,0.000515083,1
1,Tuesday,21,work_flow_4,File_28,0.0807828149,2
1,Tuesday,21,work_flow_4,File_29,0.0814438858,2
1,Tuesday,21,work_flow_4,File_24,0.0798458952,2
1,Tuesday,21,work_flow_4,File_25,0.0821410328,2
1,Tuesday,21,work_flow_4,File_27,0.0789666205,2
1,Tuesday,21,work_flow_4,File_26,0.077649206,2
1,Tuesday,21,work_flow_0,File_4,0.299801446,3
1,Tuesday,21,work_flow_0,File_0,0.2929570307,3
1,Tuesday,21,work_flow_0,File_5,0.3032386714,3
1,Tuesday,21,work_flow_0,File_2,0.3024629339,3
1,Tuesday,21,work_flow_0,File_1,0.3003808498,3
1,Tuesday,21,work_flow_0,File_3,0.2981103973,3
1,Wednesday,1,work_flow_3,File_19,0,0
1,Wednesday,1,work_flow_3,File_23,0,0
1,Wednesday,1,work_flow_1,File_7,0,0
1,Wednesday,1,work_flow_1,File_8,0,0
1,Wednesday,1,work_flow_2,File_16,0,0
1,Wednesday,1,work_flow_3,File_18,0,0
1,Wednesday,1,work_flow_1,File_6,0,0
1,Wednesday,1,work_flow_1,File_9,0,0
1,Wednesday,1,work_flow_1,File_10,0,0
1,Wednesday,1,work_flow_1,File_11,0,0
1,Wednesday,1,work_flow_2,File_13,0,0
1,Wednesday,1,work_flow_3,File_20,0,0
1,Wednesday,1,work_flow_2,File_12,0,0
1,Wednesday,1,work_flow_3,File_21,0,0
1,Wednesday,1,work_flow_2,File_17,0.0016612502,1
1,Wednesday,1,work_flow_3,File_22,0.0053797378,1
1,Wednesday,1,work_flow_2,File_15,0.00073561,1
1,Wednesday,1,work_flow_2,File_14,0.0001822312,1
1,Wednesday,1,work_flow_4,File_28,0.0787540807,1
1,Wednesday,1,work_flow_4,File_29,0.0595767255,1
1,Wednesday,1,work_flow_4,File_24,0.0797925533,1
1,Wednesday,1,work_flow_4,File_25,0.0602883675,1
1,Wednesday,1,work_flow_4,File_27,0.0780022429,1
1,Wednesday,1,work_flow_4,File_26,0.0809388836,1
1,Wednesday,1,work_flow_0,File_4,0.0810527841,1
1,Wednesday,1,work_flow_0,File_0,0.0803411786,1
1,Wednesday,1,work_flow_0,File_5,0.0607028795,1
1,Wednesday,1,work_flow_0,File_2,0.0771981789,1
1,Wednesday,1,work_flow_0,File_1,0.0584861324,1
1,Wednesday,1,work_flow_0,File_3,0.0794706676,1
1,Wednesday,5,work_flow_3,File_23,0,0
1,Wednesday,5,work_flow_1,File_7,0,0
1,Wednesday,5,work_flow_1,File_8,0,0
1,Wednesday,5,work_flow_2,File_16,0,0
1,Wednesday,5,work_flow_1,File_6,0,0
1,Wednesday,5,work_flow_1,File_9,0,0
1,Wednesday,5,work_flow_1,File_10,0,0
1,Wednesday,5,work_flow_1,File_11,0,0
1,Wednesday,5,work_flow_2,File_13,0,0
1,Wednesday,5,work_flow_3,File_20,0,0
1,Wednesday,5,work_flow_2,File_12,0,0
1,Wednesday,5,work_flow_3,File_22,0,0
1,Wednesday,5,work_flow_2,File_14,0,0
1,Wednesday,5,work_flow_3,File_19,0.0017558905,1
1,Wednesday,5,work_flow_3,File_18,0.0015087996,1
1,Wednesday,5,work_flow_3,File_21,0.0019446538,1
1,Wednesday,5,work_flow_2,File_17,0.0005524297,1
1,Wednesday,5,work_flow_2,File_15,0.0020135869,1
1,Wednesday,5,work_flow_4,File_28,0.0611235557,1
1,Wednesday,5,work_flow_4,File_29,0.0817718321,1
1,Wednesday,5,work_flow_4,File_24,0.0775953619,1
1,Wednesday,5,work_flow_4,File_25,0.0806302846,1
1,Wednesday,5,work_flow_4,File_27,0.081003351,1
1,Wednesday,5,work_flow_4,File_26,0.0810623892,1
1,Wednesday,5,work_flow_0,File_4,0.0791207671,1
1,Wednesday,5,work_flow_0,File_0,0.0782838031,1
1,Wednesday,5,work_flow_0,File_5,0.0621518855,1
1,Wednesday,5,work_flow_0,File_2,0.0802972608,1
1,Wednesday,5,work_flow_0,File_1,0.0789811827,1
1,Wednesday,5,work_flow_0,File_3,0.0594548625,1
1,Wednesday,9,work_flow_3,File_23,0,0
1,Wednesday,9,work_flow_1,File_7,0,0
1,Wednesday,9,work_flow_1,File_8,0,0
1,Wednesday,9,work_flow_2,File_16,0,0
1,Wednesday,9,work_flow_1,File_6,0,0
1,Wednesday,9,work_flow_1,File_9,0,0
1,Wednesday,9,work_flow_1,File_10,0,0
1,Wednesday,9,work_flow_1,File_11,0,0
1,Wednesday,9,work_flow_2,File_13,0,0
1,Wednesday,9,work_flow_3,File_20,0,0
1,Wednesday,9,work_flow_2,File_12,0,0
1,Wednesday,9,work_flow_3,File_22,0,0
1,Wednesday,9,work_flow_3,File_18,0,0
1,Wednesday,9,work_flow_2,File_17,0,0
1,Wednesday,9,work_flow_2,File_15,0,0
1,Wednesday,9,work_flow_2,File_14,0.0049709756,1
1,Wednesday,9,work_flow_3,File_19,0.0014888171,1
1,Wednesday,9,work_flow_3,File_21,0.0017088393,1
1,Wednesday,9,work_flow_4,File_28,0.1228532563,1
1,Wednesday,9,work_flow_4,File_29,0.1161387991,1
1,Wednesday,9,work_flow_4,File_24,0.1228768229,1
1,Wednesday,9,work_flow_4,File_25,0.1205993458,1
1,Wednesday,9,work_flow_4,File_27,0.1218361685,1
1,Wednesday,9,work_flow_4,File_26,0.1219651046,1
1,Wednesday,9,work_flow_0,File_4,0.0795689281,1
1,Wednesday,9,work_flow_0,File_0,0.0990744772,1
1,Wednesday,9,work_flow_0,File_5,0.0979741283,1
1,Wednesday,9,work_flow_0,File_2,0.0820487248,1
1,Wednesday,9,work_flow_0,File_1,0.0801088593,1
1,Wednesday,9,work_flow_0,File_3,0.080198963,1
1,Wednesday,13,work_flow_3,File_23,0,0
1,Wednesday,13,work_flow_1,File_8,0,0
1,Wednesday,13,work_flow_2,File_16,0,0
1,Wednesday,13,work_flow_1,File_6,0,0
1,Wednesday,13,work_flow_1,File_11,0,0
1,Wednesday,13,work_flow_2,File_12,0,0
1,Wednesday,13,work_flow_3,File_18,0,0
1,Wednesday,13,work_flow_2,File_17,0,0
1,Wednesday,13,work_flow_2,File_15,0,0
1,Wednesday,13,work_flow_2,File_14,0,0
1,Wednesday,13,work_flow_3,File_19,0,0
1,Wednesday,13,work_flow_1,File_7,0.0224984907,1
1,Wednesday,13,work_flow_1,File_9,0.0212710647,1
1,Wednesday,13,work_flow_1,File_10,0.018006937,1
1,Wednesday,13,work_flow_2,File_13,0.0010618286,1
1,Wednesday,13,work_flow_3,File_20,0.0008512841,1
1,Wednesday,13,work_flow_3,File_22,0.0049279056,1
1,Wednesday,13,work_flow_3,File_21,0.001818167,1
1,Wednesday,13,work_flow_4,File_28,0.1034824589,1
1,Wednesday,13,work_flow_4,File_29,0.1008838984,1
1,Wednesday,13,work_flow_4,File_24,0.0984642301,1
1,Wednesday,13,work_flow_4,File_25,0.0774760353,1
1,Wednesday,13,work_flow_4,File_27,0.1002940851,1
1,Wednesday,13,work_flow_4,File_26,0.0808318947,1
1,Wednesday,13,work_flow_0,File_4,0.1613895108,2
1,Wednesday,13,work_flow_0,File_0,0.1603673683,2
1,Wednesday,13,work_flow_0,File_5,0.1563427708,2
1,Wednesday,13,work_flow_0,File_2,0.1613924092,2
1,Wednesday,13,work_flow_0,File_1,0.1593661902,2
1,Wednesday,13,work_flow_0,File_3,0.1573516535,2
1,Wednesday,17,work_flow_1,File_8,0,0
1,Wednesday,17,work_flow_1,File_6,0,0
1,Wednesday,17,work_flow_1,File_11,0,0
1,Wednesday,17,work_flow_2,File_17,0,0
1,Wednesday,17,work_flow_2,File_15,0,0
1,Wednesday,17,work_flow_2,File_14,0,0
1,Wednesday,17,work_flow_3,File_19,0,0
1,Wednesday,17,work_flow_1,File_7,0,0
1,Wednesday,17,work_flow_1,File_9,0,0
1,Wednesday,17,work_flow_1,File_10,0,0
1,Wednesday,17,work_flow_2,File_13,0,0
1,Wednesday,17,work_flow_3,File_20,0,0
1,Wednesday,17,work_flow_3,File_21,0,0
1,Wednesday,17,work_flow_3,File_23,0.008714733,1
1,Wednesday,17,work_flow_2,File_16,0.0020411637,1
1,Wednesday,17,work_flow_2,File_12,0.0024306349,1
1,Wednesday,17,work_flow_3,File_18,0.0040071688,1
1,Wednesday,17,work_flow_3,File_22,0.0015275136,1
1,Wednesday,17,work_flow_4,File_28,0.0574251976,1
1,Wednesday,17,work_flow_4,File_29,0.0775120105,1
1,Wednesday,17,work_flow_4,File_24,0.0787805573,1
1,Wednesday,17,work_flow_4,File_25,0.084267637,1
1,Wednesday,17,work_flow_4,File_27,0.0604388915,1
1,Wednesday,17,work_flow_4,File_26,0.0586922392,1
1,Wednesday,17,work_flow_0,File_4,0.1575840918,1
1,Wednesday,17,work_flow_0,File_5,0.1580327778,1
1,Wednesday,17,work_flow_0,File_0,0.1624440878,2
1,Wednesday,17,work_flow_0,File_2,0.159637745,2
1,Wednesday,17,work_flow_0,File_1,0.1594040923,2
1,Wednesday,17,work_flow_0,File_3,0.160263652,2
1,Wednesday,21,work_flow_1,File_8,0,0
1,Wednesday,21,work_flow_1,File_6,0,0
1,Wednesday,21,work_flow_1,File_11,0,0
1,Wednesday,21,work_flow_2,File_17,0,0
1,Wednesday,21,work_flow_2,File_14,0,0
1,Wednesday,21,work_flow_3,File_19,0,0
1,Wednesday,21,work_flow_1,File_7,0,0
1,Wednesday,21,work_flow_1,File_9,0,0
1,Wednesday,21,work_flow_1,File_10,0,0
1,Wednesday,21,work_flow_3,File_20,0,0
1,Wednesday,21,work_flow_3,File_21,0,0
1,Wednesday,21,work_flow_3,File_23,0,0
1,Wednesday,21,work_flow_2,File_16,0,0
1,Wednesday,21,work_flow_2,File_12,0,0
1,Wednesday,21,work_flow_3,File_18,0,0
1,Wednesday,21,work_flow_3,File_22,0,0
1,Wednesday,21,work_flow_2,File_15,0.0007139589,1
1,Wednesday,21,work_flow_2,File_13,0.001602238,1
